Content,Classify
Áo mặc nóng nha cổ áo hơi cao 1m59 51kg mình mua size m nhưng mà về thấy hơi dài tí from hơi to so với mình,2
"Áo mỏng , vai áo ko có đệm vai , mình mặc local nhưng lần đầu mua hãng này nên ko ưng lắm",2
Mé mua xog t tưởng. T mua áo thun 80k k ad tr uiii vãi hk êmmm nha mn vãi mỏng,2
Vs giá tiền thì ko nên mua,2
"Áo trên ảnh đẹp, cơ mà nhận hàng thì in bị bể ảnh nhiều. Chất vải ok.",0
"Áo mỏng, hình in mờ và xấu , cổ áo xấu",2
Vải bình thường. Hình in như hàng chợ.,2
Áo bung chỉ phần cổ,2
"Màu ở ngoài đậm hơn trên hình xíu .nhưng đẹp lắm ạ da ngâm mặc sáng da,có nhìu chỗ nhỏ bị đen đó ko bt là bị gì,chỗ ngực rộng cần bóp lại ,chỗ chéo ngây cổ chỉnh hoài ko đẹp giống trên hình hơi bực ,vải dày dặn ,cầm nặng tay .eo mình 67 nặng 50kg,1m60 mặc size M trên mắc cá .eo vừa. Nói chung mn nên mua nha mình sẽ ủng hộ típ ạ",1
"Cũng đẹp, mỗi tội cổ áo xoắn nó kiểu kì kì, ngực bị hở mình phải đi sửa lại, nhưng thôi vải đẹp nên chấp nhận.",1
"Váy đẹp, săn sale nên giá rẻ, giao hàng nhanh, size váy chuẩn mặc vừa vặn không bị rộng, mặc lên che đc khuyết điểm bụng mỡ",1
"Chất liệu quá đẹp váy bận lên tôn dáng ,giao hang nhanh ,shipper dễ thương vui vẻ với giá này mà mua được 1chiếc đầm như vậy thì thật sự quá hài lòng sẽ ủng hộ shop thêm ạ",1
"xem đánh giá của m.n rồi nhma hàng về còn êm hơn mình nghĩ chất vải rất dày dặn, đường may đẹp",1
Chất liệu:Váy đẹp nhé. Mỗi tội cái ống tay nó k đc phồng như tromg ảnh thôi ạ,1
"Đầm rất đẹp nha, mình cao 1m62 mặc gần tới mắt cá chân, không uổng công đợi lâu, sẽ tiếp tục ủng hộ",1
"sản phẩm phù hợp giá tiền, giao hàng nhanh, shipper thân thiện. Form váy lên đẹp nhưng hơi dài xíu, mặc mùa hè thì khá nóng nha mn",1
Qa ok hai long san pham hop vai len phom ok nha may ban hay thu trai thu sam pham i,1
Shiper nhiệt tình,1
"Hàng chất lượng, chuẩn size, giá rất, 10 điểm",1
"Váy xinh lắm ạ, giá hợp lí rẻ ạ, giao hàng nhanh, đóng gói cẩn thận",1
"Phải nói mặc đẹp vô cùng, form chuẩn. Mình có bụng dưới mà mặc lên trông gọn vs xinh lắm luôn. Shop hỗ trợ nhiệt tình. Giao hàng nhanh. Sẽ ủng hộ lâu dài",1
"Shop giao hàng nhanh, đúng mẫu. Chất váy dày dặn nha m.n",1
Chất lượng ok giao hàng nhanh chóng và dễ thương quá đi thôi ạ a a em ơi,1
"Áo đẹp lắm ạ nên mua nha mọi người, chất vải co dãn mặc ok la lắm nha",1
"Áo rất đẹp nhá , hình in rất đẹp và ngầu , chất liệu phù hợp với giá tiền và mua lần này shop ko giao nhầm sz hahaah",1
Mặc nam nữ lên dáng đều chất và đẹp,1
Quần áo của shop thì k phải chê r !!! Đẹp lắm nha các ông nên mua nhé ! Tiền nào của đó,1
"Áo dày dặn, vải co dãn rất tốt",1
Nma chất lượng như vậy cũng oke so với giá 147k rùii,1
Không có gì để chê được . Vải siêu đẹp giao hàng nhanh mua 2c áo shop rồi rất ưng . Mình cao m62 44kg mặc sz M vừa vặn nun,1
Áo xinh lắm mn ạ nhưng mà size Khá là rộng mình đặt size M mà nó dài ơi là dài nhưng áo thì vẫn xinh ạ,1
Săn sale còn 55ka không còn gì để chê nữa ạ hình đẹp chất hơi dày nha mọi người nên mua,1
Áo đẹp lắm. Chất dày dặn. Tem mác túi rip xịn xò luôn. Nhận cái ưng p đánh giá luôn nè . Mk mua vs giá 72k. Tuyệt vời,1
Giao hàng nhanh chóng.Nhưng tag còn in lỗi và lệch.Còn chỉ thừa ở tag in bên trong áo.Đóng gói còn xơ xài chưa được đẹp,2
"1m53 40 cân mình mặc M vừa rộng xinh luôn , bạn mình m57 mặc cũng vẫn rộng ở mức vừa đẹp , n rộng như cái phông ở bức cuối mình mặc luôn , chất dày dặn cổ không dễ giãn , mình không nghĩ rẻ mà đỉnh như này luôn, mua đi mua đi mua đi , hjc nhà mình đang sửa nên chả có gương chụp, nên lấy hình bừa.",1
Đóng gói hàng hơi sơ sài,0
nhưng không kèm theo giấy thơm shop nên cân nhắc nha,0
Đáng tiền đấy các bạn 5 sao nhé ⭐️⭐️⭐️⭐️⭐️,1
Đó nhìn ảnh là biết ròi đó mn.. chất khỏi bàn :)) mới nên cũng chưa dám giặt máy đâu. Giao hàng nhanhh. Đẹp nên mua nha mn :>> tui m65 49kg,1
Hàng đẹp chất vải dày dặn ko nó đâu nói thật chưa giặt giặt xong đánh giá tiếp nói chung là nên mua,1
"Sẩn phẩm rất tốt và rất đẹp Xinhhh nhma vải hơi mỏng thiết kế cổ áo k được đẹp lắm chất lượng sản phẩm nói chung là rất ok , clip và ảnh chỉ để nhận xu",1
1m6 42kg sz M mà vẫn rộng ý,0
Áo đẹp chất sịn sẽ uho shop nhiều =))))),1
Giao hàng siêu nhanh. Mn nên cân nhắc về chất nhé. Mình thấy bí và nóng lắm. Còn hình nin thì giặt sẽ bong sbbsbsbbsbsbsbbsnsnnsnsns,0
Phải gọi là quá ok luôn chất vải dày dặn mà mùa hè mặc hơi nóng nha đường chỉ các thứ quá nét rất đáng để mua còn về phần in chữ với phần dưới thì k biết có bong không cần thời gian mình cao 1m77 nặng 61kg SzL quá đẹp chuẩn form luôn,1
"Áo mặc mát, chất liệu ok,hình-chữ in đẹp k dễ bong ,mặc đi cháy phố hay đi chơi đều đc.",1
Giao hàng khá nhanh. Đặt 2 ngày đã giao đến nơi. Cầm đơn hàng chưa mở đã thấy thơm rồi,1
"sản phẩm tốt , mẫu rất đẹp , chất vải tốt , shop giao nhanh . Mình sẽ ủng hộ thêm",1
Áo đẹp ship nhanh mình m5 mặc size M vừa nhà còn dài ý nói chung là đẹp đáng tiền ship đóng gói ok,1
áo mỏng giao cũng nhanh hìn in tạm đc mà mặc lâu chắc sẽ bị bong ra cổ áo mỏng nên cân nhắn trước khi mua áo cũng tạm đc í,0
"Áo vải mát phù hợp mặc mùa hè. Mình mua cho em mình, mình m55 mặc thử áo chùm Mông nhà xinh lắm",1
áo đẹp shop tl nhanh và giao nhanh mới 1 ngày và có xíu lỗi shop đã khắc phục ngay áo đẹp lắm t m55 45kg size M là đẹp nhé giá sale ổn,1
"váy đẹp, màu hơi già xíu huhuuuuuuu. phần ngực phải sửa mới mặc đc",2
"Vái đẹpn lắm ạ ,mn nên thử hợp với số tiền nữa",1
giao nhanh dang dai hơi rộng phần ngực và eo . Be tôn da. Bị tuật chỉ,0
Áo bị 1 lỗ tàn thuốc nhưng mặt phải k bị lộ,2
Hình ảnh chỉ mag tính chất nhận xu thôi,0
Váy k xoè như trong ảnh mn nhé,0
Phần xoắn cổ k mảnh như hình. Phần khoét nách sâu. Phần eo ngứa vì bị thun. Chắc để khách hàng k sửa rộng eo đc.,0
"Đánh giá sản phẩm ổn so với giá. 1m6 49kg mặc sz S vừa đẹp, váy dài gần chạm mắt cá chân, phù hợp team thích váy dài chứ k bị ngắn so với ảnh mẫu. Phần ngực, sát nách mặc lên của mình hơi bị lỗi, phần vải xoắn mà nhỏ lại sẽ đỡ thô và bí hơn",0
màu kem này so với trên ảnh ngả sang màu vàng nhiều hơn ấy,2
"Vải đẹp from ok nhưng đường may chỗ nách hơi bị kích nên phải mang đi sửa, ko có chỉ thừa mong shop để ý hơn 1 xíu xiu . Sẽ ủng hộ lại",1
"Vải cũng được hơi nhăn,lên dáng okee đấy nên mua nha các bạn",1
Sản phẩm đẹp nha giao hàng nhanh nói chung ưng lắm nhanh nhanh đến mùa đông để mặc thôiiiiiii hóng quá luôn rồi nên mua nên mua nhaaaaaaaaa chất dày dặt đẹp miễn chê giá còn rẻ nữa sẽ ủng hộ dài dài luônnnnnnn,1
Váy dài quá hơi rộng nhưng vải đẹp mát cái này đánh giá k cao hh,0
Giao hàng nhanh nhưng ship bơ hơi cục súc váy dài đến chân kh có chỉ thừa khâu khá là trắc chắn,1
"Đẹp hợp với giá tiền m m63 57 cân lấy size M hơi kích ngực 1 tí nhưng mặc được , màu bên ngoài sáng hơn trong ảnh , về ủi lại nha mn",1
"Chất vải này khá dễ nhăn đó nên mn cân nhắc nha, kp kaki mà là vải mềm ấy ạ.",0
"Vừa nhận đc hàng, khá dày dặn, nhưng có vẻ như hơi nóng nhưng rẻ nên ok",1
Nhưng mà cái phần ở trc ngực mặc rộng mình phải khâu lại,0
Mình mặc thì thấy phần tạo kiểu ở cổ không đẹp,2
Đáng để mua,1
"Sản phẩm vừa tiền ạ, có hơi rộng eo xíu nhưng bóp lại được, mặc tôn dáng, với giá như thế này thì nên mua nha mn",1
"Váy đẹp,giao hang nhanh,mỗi tội váy bị 1 vết bửn nhẹ ở cổ áo.",0
"Dáng váy đẹp, may cẩn thận, không chỉ thừa",1
"Váy lên dáng đẹp, vải 1 lớp nhưng dày đẹp nha, giao hàng nhanh",1
"Shipper nhiệt tình, đóng gói cẩn thận, váy xênh lắm, nhưng mà vải mỏng k có lót bên trong nên mặc vào bị lộ:(( hơi thất vọng vì vải hông như mong muốn",2
Mình 1m65 nặng 55kg mặc size M nhưng hơi rộng . Chất vải tạm được . Cũng oke . Hình ảnh chỉ mang tính chất nhận xu,0
"Váy ok như ảnh nhưng chất nóng dã man, dài nữa mà m cao 1m65 mà dài đến mắt cá chân luôn",2
Eo rộng nên đi bóp,0
"Váy đẹp. Chất liệu tốt, dày. Ts,ydo duy kh vhhajag oh ohogvticifcixcki",1
Mỏng nữa,0
"Mỏng, bán 199k là quá đắt k xứng đáng với giá tiền bỏ ra.",2
Sau 2 lần giặt thì áo đã có hiện tượng xù lông và bong tróc chữ :((,2
Bùn,2
Chất không mỏng mà khá dày dặn đó,1
"vải đẹp dầy dặn nên lên form cũng tốt, tuy nhiên là ống tay bo nên ko ưng lắm, nhìn cứ đù đù, sắn lên nhìn khác hẳn, hình in hơi xấu, còn lại oke, tốt so vs giá",1
"Giao hàng siêu nhanh lun hơn 1 ngày là ts nơi r ( tui ở tỉnh nha ) đúng size vs mẫu nha, chất áo ổn , shop còn gửi thiệp cảm ơn nx nè",1
"chất rất mịn nha, mặc thoải mái lắm, phần cổ mất fom chắc ủi lại là oki nhưng mình khá thất vọng phần tag ở tay, may rất là ẩu luôn lòi ra 1 khúc mấy thẩm mỹ lắm luôn",2
mau trang dep tinh tuom,1
Giá rẻ. Vải oke,1
Giao hàng nhanh ạ......,1
"Áo mình mua cho any chất vải mình thấy bình thường kiểu kh trắng quá có vài vết ố, ny mình m73 53kg mặc size L đúng vừa vặn tuyệt vời nếu chất vải tốt hơn mới hơn thì kh còn gì để chê luôn!",0
"chất liệu ok nha mọi người , giá tầm này ổn so với thị trường",0
"Chất liệu khá dày dặn, đúng form nhưng có vài vết bẩn nhỏ nên đánh giá 4*",0
"Hàng rất đẹp, form chuẩn oke hôm sau ghé ủng hộ nữa",1
"Đúng với mô tả:áo đẹp, tốt vừa với tầm giá, nhưng cách bọc hàng hơi luộm thuộm",1
"Chất liệu thì good, nhưng không hiểu cả 2 áo đều là size L nhưng nhận hàng thì áo trắng nhỏ hơn rất nhiều áo đen. Và chữ ODIN là logo của shop mà in không có tâm, in bị lệch chắc do áo này in lỗi và ship cho mình. Áo trắng thì ok mặc đẹp hơi khó chịu logo. Áo đen cùng size mà to hơn mặc k vừa",1
Áo xinh. Khum biết người iu tôi mặc vừa không,0
Chất lượng không như mong đợi. Giao hàng nhanh chóng. Chưa mặc đã thấy lỗi rồi,2
Hang dep gia cx ok giao hàng nhanh lắm nha shop trả lời nhanh lam a ban xiu ma ks okela,1
Theo mình thấy với giá 140k thì tạm ổn cho em xin phép trừ 1 sao đó là cách đóng gói của brand này thật sự rất sơ sài với một local brand như vậy !,2
"Đầu tiên là áo giao khá nhanh và được đóng gói kĩ càng. Chất lượng 8/10 vải khá mát không quá dày. Điểm trừ mà mình thấy là áo bé hơn mình nghĩ, size L mà như size M. Mình nghĩ mua thì nên kích thêm 1 size. Áo to bề ngang mà chiều dài với mình là hơi ngắn. Form đẹp nhưng unbox thấy nhăn quá trời.",0
"Hàng ổn áp chất liệu vải kh dày kh mỏng mặc thoáng mát, rất vừa túi tiền, sẽ ủng hộ sop dài dài, rất mong trong t gian tới sop cho ra nhiều mẫu oke la hơn nữa",1
"Đúng với mô tả:Như hình, vải khá oke, giao hàng nhanh, có điều unbox ra thì áo có vài chỗ dơ kh biết có giặt đc kh",0
Sản phẩm vừa với tiền bỏ ra theo mình nên để giấy thơm or xịt ít dầu thơm vào,1
Áo đẹp nhưng mà chữ in đằng sau thì dịch ra thấy sai sai vì mình là trai tốt chứ không phải trai hư,0
áo rất đẹp nha mn !!! shipper giao hàng nhanh,1
K đúng vs mô tả thiếu logo logo bị in màu bị đen trắng loang lổ,2
Đúng với mô tả:form kh đc rộng mình 72kg mặc vừa,0
Đẹp nhưng có nhiều vết bẩn ở áo nên thấy okiiii hahahha134,0
vì 1 số lý do mình ko muốn mua áo nữa và mình đã hủy hàng trước khi bên vận chuyển đến lấy và shop ko đồng ý làm mình khá bực nhưng áo mình thấy oke vải khá mát lên mình cho shop 4 sao thôi,2
Áo dày sặn cx đẹp nhma riêng mình thấy hình in kiểu hơn cũ 4sao ạ,0
"Vải mịn, mặc mát ,giao hàng nhanh ,mà hình in mình sợ giặt nó bị hư",0
Cảm giác vải mỏng hơn cái mà mình từng mua với cả hình in ko giống lắm,0
Hic mình mua size L bị hơi rộng chiều ngang 1 xíu nchung là áo tạm được ạ hoa văn in trên hình chưa được so với những gì mình nghĩ về sản phẩm áo. Mình vẫn recommend các bạn nên mua,1
"Chất liệu dày dặn, hình in chưa đẹp lắm. Form đẹp",1
áo nói chung là mua giá sale nên giá ok hành vải mát nhưng điểm trừ cho shop là local brand mà không có tag nơi ao hay thân chỉ có 1 cái nơi cổ + thêm không có tag áo hơi buồn nvay mong shop cải thiện lại,0
Ban đầu tưởng vải ko bị mỏng ai ngờ nó mỏng màu trắng đỡ hơn hình in thì nó cứ sao sao ko đc đẹp giao hàng nhanh mỗi tội áo ko đc đẹp cho lắm,2
"Hình ảnh và video chỉ mang tính chất nhận xu nói chung áo đẹp, có diều giặc bị ra màu và lem vào hình trên áo",0
"Vải co dãn, dày dặn, hình in có chỗ hơi bẩn, áo ship về có mùi rất nồng, nói chung cũng đc",0
"Hình in không đẹp, mặc nóng, chắc nhiều nilon hay sao mà mình thấy ít thấm nước. Được cái dày dặn. Nói chung là ổn so với giá",0
"Chất lượng ok , form áo hơi chán , mặc cổ hơi bè sang 2 bên , hoàn thiện form nữa là đẹp",0
Đẹp vải hơi dính hay sao á nói chung sale nên mua cho biết thôi hi,0
"Chất vải không được dày dặn cho lắm , không có tag mác gì cả",2
Áo đẹp vải cũng đc,1
Không đẹp như trên hình. Vải hơi mỏng.,2
Chất vải k dk như mong muốn,2
Đặt đen shop giao trắng k vui lắmm nhưng mua của paradox nhiều ưng chất lượng áo nhất,0
"Giao hàng nhanh, gúa cả hợp lí, chất liêuh khá dày dặn, khá ok.",0
